education_id,education_level,field_of_study,university_ranking,region_of_study,gpa
588,'Master''s',Business,High,UK,3.43
589,'Master''s',Social Sciences,High,Australia,3.28
590,'Master''s',Social Sciences,Low,Canada,3.64
591,PhD,Business,Medium,EU,2.65
592,'Master''s',Business,High,UK,3.55
593,Diploma,Health,Low,EU,3.28
594,'Master''s',Arts,Medium,UK,2.75
595,PhD,Social Sciences,High,Canada,3.44
596,'Bachelor''s',Health,Low,UK,3.11
597,'Bachelor''s',IT,Medium,EU,3.02
598,'Master''s',Business,High,Australia,3.08
599,'Bachelor''s',IT,Medium,UK,3.16
600,Diploma,Arts,Medium,UK,3.05
601,'Bachelor''s',IT,Medium,UK,3.63
602,'Master''s',Business,Medium,Canada,2.66
603,PhD,IT,Medium,EU,3.39
604,'Master''s',Business,Medium,EU,3.5
605,'Master''s',Arts,High,UK,3.5
606,'Master''s',Health,High,UK,3.23
607,'Bachelor''s',Arts,Low,Canada,2.99
608,'Master''s',IT,Low,Australia,3.32
609,Diploma,Social Sciences,Medium,Canada,2.7
610,'Bachelor''s',Engineering,Medium,Canada,3.14
611,'Master''s',Health,Medium,Canada,3.17
612,'Master''s',Social Sciences,Medium,Australia,2.77
613,Diploma,Engineering,Medium,Canada,3.74
614,'Bachelor''s',Health,High,Canada,3.09
615,'Master''s',IT,Low,EU,3.66
616,PhD,IT,Low,UK,3.57
617,'Bachelor''s',Engineering,High,UK,2.73
618,'Bachelor''s',IT,Medium,UK,3.41
619,'Master''s',Health,High,Australia,3.28
620,'Bachelor''s',Social Sciences,High,EU,3.54
621,'Bachelor''s',Health,High,Australia,4.0
622,'Bachelor''s',Business,Medium,EU,2.7
623,'Master''s',IT,Medium,UK,2.96
624,'Master''s',Social Sciences,Medium,Canada,3.54
625,'Master''s',Social Sciences,Medium,UK,3.35
626,Diploma,IT,High,UK,3.08
627,'Master''s',Engineering,High,Canada,3.61
628,Diploma,Engineering,High,UK,2.72
629,'Master''s',Health,High,EU,3.21
630,'Master''s',Health,Low,EU,3.98
631,'Bachelor''s',Social Sciences,Medium,UK,3.38
632,'Master''s',Arts,Low,Canada,3.43
633,PhD,Arts,Low,Canada,3.85
634,PhD,Engineering,High,Canada,2.93
635,PhD,Business,High,Canada,3.69
636,'Master''s',Health,Medium,Canada,3.18
637,'Master''s',Arts,Medium,EU,3.86
638,'Master''s',Arts,Low,Canada,2.97
639,'Bachelor''s',Business,Medium,EU,2.2
640,'Bachelor''s',Engineering,Medium,EU,3.61
641,PhD,IT,High,Australia,3.53
642,'Bachelor''s',Business,Medium,EU,3.87
643,'Bachelor''s',Health,Medium,Australia,3.01
644,Diploma,Arts,Low,UK,2.29
645,'Master''s',IT,Medium,EU,3.45
646,'Bachelor''s',Engineering,Low,EU,2.93
647,'Master''s',Engineering,High,Canada,3.42
648,'Bachelor''s',Business,Low,Canada,2.53
649,'Bachelor''s',Social Sciences,High,Australia,2.99
650,'Master''s',Arts,Medium,EU,2.63
651,'Bachelor''s',IT,High,Canada,2.97
652,'Master''s',Engineering,Low,Australia,3.13
653,'Bachelor''s',IT,Medium,UK,3.24
654,'Master''s',Business,High,Australia,2.65
655,'Master''s',Health,High,UK,3.29
656,PhD,Engineering,Medium,Australia,3.14
657,'Bachelor''s',Arts,Medium,Canada,3.13
658,'Master''s',Engineering,Medium,UK,3.58
659,'Bachelor''s',Engineering,High,EU,3.02
660,'Bachelor''s',Arts,High,Australia,3.1
661,'Bachelor''s',Social Sciences,Medium,Canada,3.26
662,'Master''s',Business,Low,EU,3.37
663,PhD,IT,High,Canada,2.38
664,'Bachelor''s',Business,Medium,Australia,3.33
665,'Master''s',IT,Medium,Canada,3.35
666,'Bachelor''s',Social Sciences,Medium,UK,2.79
667,'Bachelor''s',IT,Medium,Canada,1.66
668,Diploma,Social Sciences,Medium,UK,3.01
669,'Master''s',Engineering,Medium,UK,2.72
670,'Bachelor''s',Health,Low,EU,3.41
671,PhD,Social Sciences,Medium,Australia,2.58
672,'Bachelor''s',Social Sciences,Low,UK,3.0
673,'Bachelor''s',Arts,High,EU,2.87
674,'Bachelor''s',Arts,High,Australia,3.67
675,'Bachelor''s',Health,Low,Australia,3.02
676,PhD,Arts,High,UK,3.42
677,'Master''s',Engineering,High,Canada,3.17
678,'Bachelor''s',Social Sciences,High,Australia,3.55
679,'Bachelor''s',Business,Low,UK,2.92
680,'Bachelor''s',Social Sciences,Medium,Canada,2.79
681,'Master''s',Arts,Medium,UK,3.12
682,'Bachelor''s',Social Sciences,Low,EU,3.35
683,'Master''s',IT,High,Australia,3.9
684,'Bachelor''s',Business,Medium,UK,2.84
685,'Master''s',Arts,Medium,EU,3.45
686,'Bachelor''s',Arts,Low,Canada,2.9
687,'Bachelor''s',Arts,Low,Australia,3.56
688,'Master''s',IT,Medium,Australia,3.67
689,'Master''s',Health,Low,UK,2.7
690,'Master''s',Social Sciences,High,EU,3.14
691,'Master''s',Social Sciences,Medium,UK,3.53
692,'Bachelor''s',Business,Low,Canada,3.29
693,'Master''s',IT,High,EU,3.19
694,PhD,IT,Low,Australia,2.79
695,PhD,Health,Low,Australia,3.17
696,'Master''s',Engineering,Low,UK,3.38
697,PhD,Business,High,Canada,3.62
698,'Bachelor''s',Engineering,High,Canada,3.86
699,PhD,Health,Medium,Canada,3.09
700,'Master''s',Health,High,Australia,3.23
701,'Master''s',Health,High,Canada,3.08
702,'Bachelor''s',Health,Medium,EU,3.24
703,'Bachelor''s',Health,Low,UK,2.75
704,'Bachelor''s',Health,Medium,UK,3.22
705,'Bachelor''s',Business,High,Canada,3.23
706,'Master''s',Arts,High,EU,3.42
707,'Bachelor''s',Business,Medium,UK,2.89
708,'Bachelor''s',Engineering,Medium,EU,3.18
709,Diploma,Engineering,Medium,EU,3.38
710,'Master''s',Business,Medium,Canada,3.09
711,'Bachelor''s',Engineering,Medium,UK,4.0
712,'Master''s',Health,Medium,UK,3.65
713,'Master''s',Engineering,High,UK,3.64
714,PhD,Business,Low,Australia,3.24
715,'Master''s',IT,Medium,Australia,3.12
716,'Bachelor''s',IT,Low,Canada,3.81
717,'Master''s',Social Sciences,Medium,Canada,2.94
718,'Bachelor''s',Business,Medium,EU,3.44
719,'Bachelor''s',Business,Low,Australia,3.6
720,PhD,Arts,Medium,Canada,3.03
721,'Bachelor''s',IT,Medium,UK,3.65
722,'Bachelor''s',Health,High,UK,3.19
723,PhD,Arts,Medium,UK,2.24
724,'Master''s',Business,Medium,Australia,3.75
725,'Master''s',Business,Medium,EU,2.82
726,'Bachelor''s',IT,High,EU,3.44
727,'Bachelor''s',Arts,Medium,UK,3.42
728,'Master''s',Social Sciences,Medium,EU,3.79
729,'Master''s',Business,High,EU,2.79
730,'Bachelor''s',Business,Medium,Australia,3.56
731,PhD,Social Sciences,High,Canada,3.49
732,'Master''s',Business,Low,Australia,3.75
733,'Master''s',Arts,Medium,UK,3.18
734,PhD,Business,Medium,UK,2.88
735,'Bachelor''s',Business,High,Canada,3.03
736,'Master''s',Health,High,Canada,3.98
737,'Bachelor''s',Social Sciences,Medium,EU,3.69
738,'Bachelor''s',IT,High,Australia,3.15
739,'Bachelor''s',IT,Medium,UK,3.08
740,'Master''s',Social Sciences,Medium,UK,3.75
741,Diploma,IT,Medium,UK,3.18
742,Diploma,Engineering,High,Canada,3.27
743,'Bachelor''s',Arts,Low,Canada,3.95
744,'Bachelor''s',Social Sciences,Medium,Canada,2.14
745,'Master''s',Business,Low,EU,3.48
746,PhD,Engineering,Medium,EU,2.9
747,PhD,Arts,Medium,Canada,3.44
748,'Master''s',Engineering,Low,UK,3.14
749,'Bachelor''s',Health,High,EU,3.44
750,'Bachelor''s',Health,Medium,Canada,3.16
751,'Bachelor''s',Health,High,Canada,2.78
752,PhD,Health,Low,Canada,3.04
753,'Master''s',Health,High,Australia,3.06
754,'Bachelor''s',Business,Low,Australia,3.42
755,Diploma,Arts,Medium,Canada,2.78
756,'Bachelor''s',Arts,High,Australia,3.24
757,'Master''s',Business,Medium,Australia,3.46
758,'Master''s',Social Sciences,Medium,Australia,3.62
759,'Bachelor''s',Engineering,Medium,Australia,3.32
760,'Bachelor''s',Arts,Low,Australia,2.78
761,Diploma,Social Sciences,High,Canada,2.72
762,'Master''s',Engineering,Medium,UK,3.68
763,'Bachelor''s',Arts,Medium,Canada,3.05
764,'Bachelor''s',Engineering,Low,UK,2.86
765,'Bachelor''s',Engineering,High,Canada,2.61
766,Diploma,Engineering,Low,UK,3.26
767,'Master''s',Arts,High,UK,3.75
768,'Bachelor''s',Arts,High,Canada,3.04
769,PhD,Business,Medium,UK,3.44
770,'Bachelor''s',Arts,Medium,EU,3.59
771,Diploma,Social Sciences,High,Canada,3.09
772,PhD,Social Sciences,Low,Canada,3.34
773,PhD,Health,High,EU,3.07
774,'Bachelor''s',Health,High,Australia,2.55
775,'Bachelor''s',IT,Low,Canada,3.77
776,'Master''s',IT,Medium,Australia,2.78
777,'Bachelor''s',IT,High,EU,3.7
778,Diploma,Engineering,High,Australia,3.21
779,'Bachelor''s',Social Sciences,Low,EU,3.73
780,'Master''s',Health,Medium,Canada,3.06
781,'Bachelor''s',Arts,Medium,EU,3.69
782,'Master''s',Social Sciences,High,EU,3.34
783,PhD,IT,Medium,UK,3.18
784,'Bachelor''s',Arts,Medium,EU,2.81
785,'Bachelor''s',Engineering,Medium,Canada,3.6
786,'Master''s',Engineering,Low,EU,3.44
787,'Bachelor''s',Health,Medium,Australia,3.2
788,PhD,Engineering,High,UK,3.0
789,PhD,IT,Medium,Canada,3.2
790,PhD,Arts,High,Canada,3.33
791,'Bachelor''s',Social Sciences,Low,Canada,2.87
792,'Master''s',Health,High,EU,2.85
793,'Bachelor''s',Engineering,Medium,EU,3.21
794,'Master''s',IT,Low,EU,2.98
795,'Bachelor''s',Health,Medium,Australia,3.05
796,'Bachelor''s',Arts,Medium,EU,3.32
797,Diploma,Social Sciences,Medium,UK,3.68
798,'Master''s',IT,High,UK,2.96
799,'Master''s',Health,High,UK,2.82
800,'Bachelor''s',Health,Medium,EU,3.53
801,'Bachelor''s',Engineering,High,EU,2.43
802,'Master''s',Social Sciences,High,UK,3.31
803,PhD,Social Sciences,Medium,Australia,3.72
804,Diploma,Social Sciences,High,Canada,3.33
805,Diploma,Arts,Medium,UK,3.49
806,Diploma,Social Sciences,Low,Australia,3.0
807,'Master''s',Business,Medium,Australia,3.29
808,'Bachelor''s',Business,High,UK,2.48
809,'Bachelor''s',Social Sciences,Low,Australia,3.25
810,'Master''s',Social Sciences,Medium,Australia,3.5
811,'Bachelor''s',Business,Medium,UK,3.35
812,'Bachelor''s',Business,High,UK,3.73
813,'Master''s',IT,Medium,UK,2.63
814,'Master''s',Social Sciences,Low,EU,3.32
815,'Bachelor''s',Arts,Medium,EU,3.57
816,'Master''s',IT,Medium,Canada,3.34
817,'Bachelor''s',Health,High,EU,3.35
818,Diploma,Health,Medium,Australia,3.26
819,'Master''s',Business,High,Canada,3.26
820,'Bachelor''s',Arts,High,Canada,3.2
821,'Master''s',Arts,High,EU,3.18
822,'Bachelor''s',Arts,Low,UK,3.97
823,'Master''s',Engineering,Medium,UK,3.22
824,'Bachelor''s',Social Sciences,Medium,EU,3.32
825,'Bachelor''s',Arts,High,UK,2.46
826,'Bachelor''s',Health,Medium,Canada,2.58
827,'Master''s',IT,Medium,UK,2.69
828,'Master''s',Arts,Medium,EU,3.23
829,PhD,Social Sciences,Medium,UK,2.98
830,'Bachelor''s',Business,High,EU,3.09
831,'Master''s',Engineering,Medium,EU,2.65
832,'Bachelor''s',IT,High,Australia,3.38
833,'Master''s',Business,Medium,Canada,3.72
834,Diploma,Engineering,Low,EU,2.83
835,PhD,Health,High,UK,2.95
836,'Bachelor''s',Health,Medium,UK,3.28
837,'Master''s',Health,Medium,EU,3.01
838,'Bachelor''s',Engineering,Medium,Canada,3.52
839,Diploma,IT,Medium,Australia,3.0
840,PhD,Engineering,Medium,EU,3.12
841,PhD,Business,Medium,Canada,3.12
842,'Master''s',IT,Medium,Australia,2.77
843,'Bachelor''s',Arts,Medium,EU,3.58
844,'Master''s',Social Sciences,High,Canada,2.8
845,'Master''s',Engineering,Medium,Australia,2.5
846,'Master''s',Engineering,High,EU,2.78
847,'Master''s',Business,High,Australia,2.77
848,'Master''s',Arts,High,Canada,3.06
849,'Bachelor''s',Social Sciences,Medium,EU,3.15
850,'Master''s',Arts,High,Canada,3.31
851,'Bachelor''s',Social Sciences,High,Canada,3.41
852,'Bachelor''s',Arts,Low,EU,3.54
853,'Bachelor''s',Social Sciences,High,Canada,3.11
854,'Master''s',Arts,Medium,UK,3.61
855,PhD,Health,Low,UK,3.87
856,'Bachelor''s',Arts,Low,UK,2.94
857,'Bachelor''s',Arts,High,Australia,3.09
858,'Bachelor''s',Engineering,Medium,Canada,3.35
859,'Master''s',Engineering,High,EU,3.53
860,'Bachelor''s',Business,Medium,EU,3.65
861,'Bachelor''s',Health,Medium,EU,2.99
862,'Master''s',Health,Low,UK,2.91
863,PhD,Business,Medium,Australia,2.72
864,'Bachelor''s',Business,High,UK,3.64
865,'Master''s',Social Sciences,Low,UK,3.96
866,'Master''s',IT,Medium,UK,3.39
867,'Bachelor''s',IT,Low,Australia,2.7
868,'Master''s',Health,High,Australia,2.95
869,'Bachelor''s',Health,Medium,Canada,3.19
870,'Bachelor''s',Health,High,UK,3.55
871,'Master''s',Social Sciences,Medium,Australia,2.42
872,PhD,Health,Medium,EU,3.02
873,'Master''s',Engineering,Low,Australia,3.61
874,Diploma,Business,Low,UK,2.84
875,Diploma,Social Sciences,Low,UK,3.44
876,PhD,Health,Medium,Canada,3.21
877,'Master''s',Health,High,Australia,2.67
878,'Bachelor''s',Health,Low,UK,3.12
879,Diploma,Arts,High,Canada,3.53
880,'Bachelor''s',IT,Medium,Canada,2.69
881,'Bachelor''s',Social Sciences,Medium,Australia,3.6
882,'Master''s',Health,Medium,Canada,2.73
883,PhD,Engineering,Medium,Australia,3.45
884,PhD,Business,High,EU,3.76
885,'Master''s',Engineering,Medium,EU,3.79
886,PhD,Social Sciences,Medium,UK,3.18
887,PhD,Arts,Medium,EU,3.44
888,'Bachelor''s',Engineering,High,EU,2.79
889,'Bachelor''s',Arts,Medium,EU,3.12
890,'Bachelor''s',IT,Medium,EU,3.22
891,PhD,IT,Medium,Australia,4.0
892,'Master''s',Engineering,High,EU,3.27
893,'Bachelor''s',Health,Low,UK,3.27
894,'Bachelor''s',Health,High,Canada,3.47
895,PhD,Business,Medium,Australia,3.76
896,Diploma,IT,High,UK,3.42
897,'Bachelor''s',Arts,Low,UK,3.49
898,Diploma,Social Sciences,High,UK,2.78
899,'Master''s',Engineering,Medium,EU,3.49
900,PhD,Business,High,Canada,3.35
901,PhD,Social Sciences,Medium,EU,2.63
902,'Master''s',Health,Low,Canada,3.45
903,'Master''s',Health,High,Canada,3.67
904,'Bachelor''s',Engineering,Medium,EU,2.75
905,PhD,Health,Medium,EU,3.77
906,'Bachelor''s',Engineering,Medium,Australia,3.47
907,PhD,Business,Medium,UK,3.73
908,'Bachelor''s',Health,High,Canada,3.18
909,'Bachelor''s',Arts,High,Australia,3.83
910,'Master''s',Arts,Medium,Australia,3.58
911,Diploma,Engineering,Medium,UK,3.24
912,PhD,IT,Medium,UK,2.85
913,Diploma,IT,Medium,UK,2.85
914,'Bachelor''s',IT,High,UK,3.52
915,'Bachelor''s',IT,Medium,EU,3.07
916,PhD,Business,High,EU,3.28
917,'Bachelor''s',Health,Medium,EU,2.69
918,Diploma,Social Sciences,Medium,EU,2.61
919,'Bachelor''s',Social Sciences,Low,UK,3.07
920,'Master''s',Social Sciences,Medium,UK,3.01
921,'Bachelor''s',Business,High,UK,3.37
922,'Master''s',Arts,High,UK,3.41
923,'Bachelor''s',Health,Medium,Canada,3.22
924,'Bachelor''s',Social Sciences,Medium,EU,3.18
925,'Bachelor''s',Arts,Medium,UK,3.23
926,PhD,Health,Low,UK,2.09
927,'Bachelor''s',Arts,Medium,Canada,3.4
928,'Master''s',Business,Medium,UK,3.04
929,'Bachelor''s',Business,Medium,Canada,3.44
930,'Bachelor''s',IT,Medium,Canada,2.96
931,'Master''s',IT,High,UK,3.19
932,PhD,IT,Medium,EU,3.76
933,'Bachelor''s',Business,High,UK,3.69
934,'Bachelor''s',Engineering,Medium,Australia,3.33
935,PhD,Health,High,UK,2.93
936,PhD,Business,Medium,Australia,3.64
937,'Master''s',IT,High,EU,3.7
938,'Master''s',IT,Medium,EU,3.06
939,'Bachelor''s',Engineering,Medium,Canada,3.2
940,'Master''s',IT,Medium,EU,2.99
941,'Bachelor''s',Arts,Medium,EU,2.89
942,'Bachelor''s',Engineering,Low,Australia,3.35
943,PhD,Social Sciences,Medium,Canada,3.11
944,'Master''s',Health,Medium,UK,3.07
945,'Master''s',Health,Medium,EU,3.76
946,'Master''s',Health,High,Australia,2.87
947,'Master''s',Business,Low,EU,3.33
948,'Bachelor''s',Business,Medium,EU,3.07
949,'Master''s',Arts,Low,Canada,3.49
950,'Master''s',Business,Low,Australia,3.06
951,PhD,Social Sciences,High,UK,3.66
952,'Master''s',Social Sciences,Medium,EU,3.15
953,'Bachelor''s',Health,Low,Australia,2.58
954,'Bachelor''s',IT,Low,Australia,3.42
955,'Master''s',Engineering,Medium,Australia,3.3
956,'Bachelor''s',IT,High,UK,2.44
957,PhD,Health,High,EU,3.09
958,'Bachelor''s',Engineering,Medium,Canada,2.33
959,PhD,Social Sciences,Low,Canada,3.23
960,'Bachelor''s',Business,High,UK,3.7
961,Diploma,Health,Medium,EU,3.2
962,'Bachelor''s',Engineering,Medium,EU,3.38
963,'Master''s',Engineering,Low,EU,2.64
964,'Master''s',Business,Medium,Canada,2.48
965,'Master''s',Social Sciences,High,EU,3.18
966,Diploma,Arts,Low,Australia,3.53
967,'Master''s',Social Sciences,Low,Australia,3.31
968,'Master''s',Business,Low,Canada,3.24
969,Diploma,Business,Medium,EU,3.42
970,PhD,Business,Medium,Australia,3.31
971,'Bachelor''s',Engineering,Low,UK,3.96
972,'Bachelor''s',Arts,High,UK,3.23
973,PhD,Business,Low,UK,2.76
974,'Bachelor''s',Arts,Low,EU,2.66
975,'Master''s',IT,High,EU,2.84
976,'Bachelor''s',Business,High,Canada,2.84
977,PhD,IT,High,EU,2.93
978,'Bachelor''s',Health,Medium,EU,2.64
979,'Bachelor''s',Health,High,Australia,3.21
980,'Master''s',Business,Low,EU,2.83
981,'Master''s',Business,Medium,UK,2.79
982,'Master''s',Arts,Low,UK,2.94
983,'Master''s',Social Sciences,High,EU,2.73
984,'Bachelor''s',Arts,High,Australia,2.85
985,'Master''s',Arts,Low,UK,3.37
986,PhD,Business,Low,EU,2.38
987,'Master''s',IT,Medium,Canada,3.92
988,'Bachelor''s',Engineering,High,Australia,3.37
989,'Bachelor''s',Health,Medium,EU,3.12
990,'Bachelor''s',Engineering,Medium,Canada,3.26
991,Diploma,Business,Medium,EU,3.47
992,'Bachelor''s',Business,High,Australia,3.23
993,'Master''s',Social Sciences,High,Canada,2.91
994,'Bachelor''s',Health,High,UK,2.85
995,'Bachelor''s',Health,High,UK,2.46
996,PhD,Social Sciences,High,EU,3.21
997,'Bachelor''s',Arts,Medium,EU,2.46
998,'Bachelor''s',Arts,High,Canada,2.76
999,'Bachelor''s',Health,Medium,EU,3.36
1000,PhD,Health,Medium,UK,3.75
1001,'Bachelor''s',Social Sciences,High,Australia,3.15
1002,'Bachelor''s',Health,Medium,EU,3.51
1003,'Master''s',Engineering,Medium,Australia,3.16
1004,'Bachelor''s',Business,Medium,EU,2.84
1005,'Master''s',Engineering,High,Australia,3.11
1006,'Bachelor''s',Business,High,UK,3.3
1007,Diploma,Social Sciences,Low,UK,3.12
1008,PhD,Engineering,High,UK,2.62
1009,PhD,Engineering,Low,EU,3.94
1010,'Master''s',Engineering,Medium,Australia,3.2
1011,'Master''s',Health,High,UK,2.63
1012,'Master''s',Health,High,Canada,2.97
1013,'Bachelor''s',Arts,Medium,Australia,2.91
1014,'Master''s',Health,Low,EU,3.55
1015,'Master''s',Arts,Medium,UK,3.3
1016,'Bachelor''s',Arts,High,EU,3.38
1017,'Master''s',Social Sciences,Medium,UK,3.51
1018,'Master''s',IT,Medium,Canada,2.97
1019,'Bachelor''s',Health,Low,Australia,3.7
1020,'Bachelor''s',Social Sciences,Low,EU,3.8
1021,'Master''s',Health,Medium,UK,3.52
1022,'Bachelor''s',Business,Medium,UK,3.65
1023,'Master''s',Health,Low,EU,3.71
1024,'Master''s',Health,Medium,UK,3.32
1025,'Master''s',Social Sciences,High,Australia,3.63
1026,'Master''s',Engineering,High,Canada,3.27
1027,'Master''s',Arts,High,Canada,3.59
1028,'Bachelor''s',Arts,Low,EU,3.43
1029,PhD,IT,Medium,UK,2.4
1030,'Master''s',IT,High,Australia,2.46
1031,'Bachelor''s',Arts,Medium,UK,3.2
1032,'Bachelor''s',Business,Medium,Canada,3.26
1033,Diploma,Health,Medium,EU,3.16
1034,Diploma,Health,Medium,Australia,2.63
1035,'Bachelor''s',Business,Low,UK,3.26
1036,'Bachelor''s',Social Sciences,Low,UK,2.86
1037,'Bachelor''s',IT,Low,Canada,3.26
1038,'Bachelor''s',Social Sciences,High,Australia,3.2
1039,'Bachelor''s',Arts,High,Australia,3.13
1040,PhD,Engineering,Medium,UK,3.23
1041,'Master''s',Arts,High,EU,3.26
1042,'Bachelor''s',Health,Low,EU,2.84
1043,Diploma,Engineering,Low,EU,3.68
1044,'Bachelor''s',Engineering,Medium,UK,3.34
1045,PhD,Health,Medium,Canada,2.94
1046,Diploma,Engineering,High,UK,3.76
1047,'Bachelor''s',Arts,Medium,EU,3.23
1048,Diploma,IT,Medium,Australia,3.29
1049,'Bachelor''s',Social Sciences,Medium,Australia,3.47
1050,'Bachelor''s',Health,Low,UK,3.57
1051,'Master''s',Business,High,EU,3.05
1052,'Bachelor''s',IT,High,EU,2.91
1053,'Bachelor''s',IT,Medium,Canada,3.37
1054,PhD,Health,Medium,Australia,3.68
1055,PhD,IT,Medium,Canada,3.81
1056,Diploma,Business,Low,EU,3.71
1057,'Bachelor''s',Engineering,Medium,EU,3.67
1058,'Master''s',Business,Medium,EU,2.6
1059,'Bachelor''s',Health,Low,Canada,2.91
1060,Diploma,Social Sciences,High,Australia,3.21
1061,'Bachelor''s',Health,Medium,Canada,3.79
1062,Diploma,Health,Medium,Canada,3.6
1063,'Bachelor''s',Engineering,Low,Australia,3.78
1064,'Master''s',Engineering,High,EU,3.91
1065,'Master''s',Arts,High,EU,2.85
1066,'Master''s',Social Sciences,Medium,Canada,2.97
1067,'Bachelor''s',IT,Medium,UK,2.7
1068,'Bachelor''s',Health,Medium,Australia,3.78
1069,'Bachelor''s',IT,Low,UK,3.13
1070,'Bachelor''s',IT,High,EU,3.73
1071,'Bachelor''s',Health,Medium,EU,3.86
1072,'Master''s',Business,High,EU,2.17
1073,'Master''s',Engineering,Medium,EU,3.03
1074,'Bachelor''s',Business,High,Australia,2.66
1075,PhD,Arts,Medium,Australia,3.56
1076,'Master''s',Engineering,High,Australia,3.09
1077,'Master''s',IT,Medium,Canada,3.14
1078,'Master''s',Health,Low,Canada,3.1
1079,'Master''s',Business,Medium,EU,3.27
1080,'Master''s',Arts,High,Australia,3.49
1081,'Master''s',Social Sciences,Medium,Australia,2.57
1082,'Bachelor''s',Social Sciences,Medium,Canada,3.23
1083,'Master''s',Arts,Medium,Canada,3.49
1084,'Master''s',Business,Low,UK,2.93
1085,PhD,Social Sciences,Medium,Canada,3.72
1086,'Bachelor''s',Arts,Medium,EU,3.22
1087,'Master''s',IT,Low,UK,2.67
1088,'Master''s',Business,Medium,Australia,3.51
1089,'Bachelor''s',Engineering,Medium,Australia,3.73
1090,'Master''s',Engineering,Medium,UK,4.0
1091,PhD,Health,Low,UK,2.68
1092,'Master''s',Health,Medium,UK,3.13
1093,'Bachelor''s',Social Sciences,Medium,Canada,3.66
